annee,departement,amm,quantite_produit,conditionnement,eaj
2016,CORSE-DU-SUD,8400098,7.0,L,Oui
2016,CORSE-DU-SUD,8400528,10.0,L,Non
2016,CORSE-DU-SUD,8500174,2.0,L,Non
2016,CORSE-DU-SUD,8500347,3.5,K,Oui
2016,CORSE-DU-SUD,8500351,70.4,K,Oui
2016,CORSE-DU-SUD,8600063,1.3,K,Oui
2016,CORSE-DU-SUD,8700111,55.2,K,Oui
2016,CORSE-DU-SUD,8700304,25.0,K,Non
2016,CORSE-DU-SUD,8700621,27.2,L,Oui
2016,CORSE-DU-SUD,8800519,52.8,K,Oui
2016,CORSE-DU-SUD,8820680,5.0,K,Oui
2016,CORSE-DU-SUD,8900681,5.0,L,Non
2016,CORSE-DU-SUD,9000099,34.7,L,Oui
2016,CORSE-DU-SUD,9000171,21.6,L,Oui
2016,CORSE-DU-SUD,9000184,10.0,L,Non
2016,CORSE-DU-SUD,9000359,28.2,K,Oui
2016,CORSE-DU-SUD,9000360,26.6,K,Oui
2016,CORSE-DU-SUD,9000361,97.0,K,Oui
2016,CORSE-DU-SUD,9000471,160.0,L,Non
2016,CORSE-DU-SUD,9000647,7.5,L,Oui
2016,CORSE-DU-SUD,9000673,1.2,K,Oui
2016,CORSE-DU-SUD,9100231,195.2,K,Oui
2016,CORSE-DU-SUD,9100296,115.0,L,Non
2016,CORSE-DU-SUD,9100525,2.3,K,Oui
2016,CORSE-DU-SUD,9100558,217.4,K,Oui
2016,CORSE-DU-SUD,9100613,32.8,L,Non
2016,CORSE-DU-SUD,9200135,79.8,K,Oui
2016,CORSE-DU-SUD,9200262,3.0,L,Non
2016,CORSE-DU-SUD,9200392,24.0,L,Non
2016,CORSE-DU-SUD,9200482,7.3,K,Oui
2016,CORSE-DU-SUD,9200512,80.0,L,Oui
2016,CORSE-DU-SUD,9200532,91.1,L,Oui
2016,CORSE-DU-SUD,9300050,31.0,L,Oui
2016,CORSE-DU-SUD,9300111,23.0,L,Oui
2016,CORSE-DU-SUD,9300189,93.0,L,Oui
2016,CORSE-DU-SUD,9300194,5.0,L,Non
2016,CORSE-DU-SUD,9300241,167.7,L,Oui
2016,CORSE-DU-SUD,9300257,50.0,L,Non
2016,CORSE-DU-SUD,9300301,8.0,L,Oui
2016,CORSE-DU-SUD,9300309,5.0,L,Non
2016,CORSE-DU-SUD,9300326,72.0,K,Oui
2016,CORSE-DU-SUD,9300504,280.0,L,Non
2016,CORSE-DU-SUD,9400039,60.0,L,Oui
2016,CORSE-DU-SUD,9400484,35.0,K,Non
2016,CORSE-DU-SUD,9400485,80.0,L,Non
2016,CORSE-DU-SUD,9420113,1.0,K,Oui
2016,CORSE-DU-SUD,9500002,274.0,L,Oui
2016,CORSE-DU-SUD,9500135,6.0,K,Oui
2016,CORSE-DU-SUD,9500147,101.0,K,Oui
2016,CORSE-DU-SUD,9500148,4.9,K,Oui
2016,CORSE-DU-SUD,9500150,9.0,L,Oui
2016,CORSE-DU-SUD,9500199,4.0,L,Oui
2016,CORSE-DU-SUD,9500213,2.7,L,Non
2016,CORSE-DU-SUD,9500281,306.0,K,Oui
2016,CORSE-DU-SUD,9500296,2.8,K,Oui
2016,CORSE-DU-SUD,9500302,130.5,K,Oui
2016,CORSE-DU-SUD,9500341,69.7,K,Oui
2016,CORSE-DU-SUD,9500364,3.8,L,Oui
2016,CORSE-DU-SUD,9500414,8.0,L,Oui
2016,CORSE-DU-SUD,9500452,2191.0,K,Oui
2016,CORSE-DU-SUD,9500561,128.0,L,Oui
2016,CORSE-DU-SUD,9500568,2.0,K,Non
2016,CORSE-DU-SUD,9500595,33.0,L,Non
2016,CORSE-DU-SUD,9600097,4.0,L,Oui
2016,CORSE-DU-SUD,9600103,25.0,K,Non
2016,CORSE-DU-SUD,9600116,10.0,K,Non
2016,CORSE-DU-SUD,9600318,12.0,L,Oui
2016,CORSE-DU-SUD,9600368,1308.0,K,Non
2016,CORSE-DU-SUD,9600386,16.2,K,Oui
2016,CORSE-DU-SUD,9600404,2.5,L,Oui
2016,CORSE-DU-SUD,9600488,1.2,K,Oui
2016,CORSE-DU-SUD,9700038,2.5,L,Oui
2016,CORSE-DU-SUD,9700164,10.0,K,Non
2016,CORSE-DU-SUD,9700216,46.0,L,Non
2016,CORSE-DU-SUD,9700235,32.7,L,Oui
2016,CORSE-DU-SUD,9700259,36.0,L,Oui
2016,CORSE-DU-SUD,9700332,14.7,L,Oui
2016,CORSE-DU-SUD,9700521,196.0,L,Oui
2016,CORSE-DU-SUD,9800096,74.0,L,Oui
2016,CORSE-DU-SUD,9800107,34.8,L,Oui
2016,CORSE-DU-SUD,9800201,540.0,L,Non
2016,CORSE-DU-SUD,9800215,61.2,K,Oui
2016,CORSE-DU-SUD,9800245,4200.0,K,Non
2016,CORSE-DU-SUD,9800321,1.2,L,Oui
2016,CORSE-DU-SUD,9800336,17.0,L,Non
2016,CORSE-DU-SUD,9800402,8.4,L,Oui
2016,CORSE-DU-SUD,9800420,126.0,L,Non
2016,CORSE-DU-SUD,9800481,522.0,L,Oui
2016,CORSE-DU-SUD,9800499,240.0,L,Non
2016,CORSE-DU-SUD,9800524,2.5,L,Oui
2016,CORSE-DU-SUD,9900013,195.0,K,Non
2016,CORSE-DU-SUD,9900014,2.0,L,Oui
2016,CORSE-DU-SUD,9900039,8.2,L,Oui
2016,CORSE-DU-SUD,9900094,13.5,L,Oui
2016,CORSE-DU-SUD,9900119,173.2,K,Oui
2016,CORSE-DU-SUD,9900134,0.1,L,Oui
2016,CORSE-DU-SUD,9900154,4.0,K,Non
2016,CORSE-DU-SUD,9900242,10.0,K,Non
2016,CORSE-DU-SUD,9900257,1176.0,K,Oui
2016,CORSE-DU-SUD,9900282,11.8,L,Oui
2016,CORSE-DU-SUD,9900331,5.0,L,Non
2016,COTE-D'OR,1030003,1.3,L,Oui
2016,COTE-D'OR,2000003,2073.3,L,Non
2016,COTE-D'OR,2000017,4.6,L,Oui
2016,COTE-D'OR,2000018,35844.0,K,Non
2016,COTE-D'OR,2000044,1587.0,L,Non
2016,COTE-D'OR,2000051,3.0,L,Non
2016,COTE-D'OR,2000071,3699.7,K,Oui
2016,COTE-D'OR,2000087,732.0,K,Non
2016,COTE-D'OR,2000105,0.0,K,Oui
2016,COTE-D'OR,2000122,58.5,L,Non
2016,COTE-D'OR,2000125,1297.8,K,Oui
2016,COTE-D'OR,2000128,1.0,K,Oui
2016,COTE-D'OR,2000201,1308.5,L,Non
2016,COTE-D'OR,2000202,7205.0,L,Non
2016,COTE-D'OR,2000205,75.6,K,Non
2016,COTE-D'OR,2000294,825.0,K,Non
2016,COTE-D'OR,2000299,1049.5,L,Non
2016,COTE-D'OR,2000316,4614.0,L,Non
2016,COTE-D'OR,2000324,265.0,L,Non
2016,COTE-D'OR,2000327,165.0,L,Non
2016,COTE-D'OR,2000333,60.0,L,Non
2016,COTE-D'OR,2000336,35.0,K,Non
2016,COTE-D'OR,2000338,640.0,K,Non
2016,COTE-D'OR,2000352,5890.0,K,Non
2016,COTE-D'OR,2000364,2.8,K,Oui
2016,COTE-D'OR,2000365,0.4,L,Oui
2016,COTE-D'OR,2000366,0.8,L,Oui
2016,COTE-D'OR,2000380,250.0,L,Non
2016,COTE-D'OR,2000390,462.1,K,Oui
2016,COTE-D'OR,2000461,4355.0,L,Non
2016,COTE-D'OR,2000499,4.0,L,Non
2016,COTE-D'OR,2000500,2935.0,L,Oui
2016,COTE-D'OR,2000502,15.0,L,Non
2016,COTE-D'OR,2000510,7925.0,K,Oui
2016,COTE-D'OR,2000517,3780.2,L,Oui
2016,COTE-D'OR,2010013,2.0,K,Oui
2016,COTE-D'OR,2010023,555.0,L,Non
2016,COTE-D'OR,2010025,5.0,L,Non
2016,COTE-D'OR,2010030,7260.0,L,Non
2016,COTE-D'OR,2010035,661.0,L,Oui
2016,COTE-D'OR,2010049,530.0,L,Non
2016,COTE-D'OR,2010118,1548.2,K,Oui
2016,COTE-D'OR,2010130,2270.0,K,Non
2016,COTE-D'OR,2010132,54.6,K,Non
2016,COTE-D'OR,2010139,1312.8,L,Non
2016,COTE-D'OR,2010143,848.5,L,Oui
2016,COTE-D'OR,2010239,4720.0,L,Non
2016,COTE-D'OR,2010276,10.0,L,Non
2016,COTE-D'OR,2010280,12881.6,L,Non
2016,COTE-D'OR,2010281,9.1,K,Non
2016,COTE-D'OR,2010283,190.0,L,Non
2016,COTE-D'OR,2010284,0.1,L,Oui
2016,COTE-D'OR,2010288,4.5,K,Non
2016,COTE-D'OR,2010299,0.3,K,Oui
2016,COTE-D'OR,2010315,35.6,K,Non
2016,COTE-D'OR,2010319,477.3,L,Oui
2016,COTE-D'OR,2010321,299.7,L,Oui
2016,COTE-D'OR,2010326,576.0,L,Non
2016,COTE-D'OR,2010351,524.4,K,Non
2016,COTE-D'OR,2010410,223.5,K,Oui
2016,COTE-D'OR,2010415,48672.0,L,Non
2016,COTE-D'OR,2010419,8947.4,K,Non
2016,COTE-D'OR,2010420,200.0,L,Oui
2016,COTE-D'OR,2010425,0.6,K,Non
2016,COTE-D'OR,2010426,120.0,K,Non
2016,COTE-D'OR,2010427,7361.0,L,Non
2016,COTE-D'OR,2010438,0.2,L,Oui
2016,COTE-D'OR,2010439,51.8,L,Oui
2016,COTE-D'OR,2010493,194.6,K,Oui
2016,COTE-D'OR,2010495,200985.0,K,Non
2016,COTE-D'OR,2010499,50.0,L,Non
2016,COTE-D'OR,2010509,1758.1,K,Oui
2016,COTE-D'OR,2010512,0.7,L,Oui
2016,COTE-D'OR,2010513,13.5,K,Non
2016,COTE-D'OR,2010525,6.0,K,Non
2016,COTE-D'OR,2010530,0.8,L,Oui
2016,COTE-D'OR,2010537,10.2,K,Non
2016,COTE-D'OR,2010610,870.0,L,Non
2016,COTE-D'OR,2010612,26980.0,L,Oui
2016,COTE-D'OR,2010617,390.0,L,Non
2016,COTE-D'OR,2010618,299.1,K,Oui
2016,COTE-D'OR,2020003,4056.3,K,Oui
2016,COTE-D'OR,2020014,2590.0,L,Non
2016,COTE-D'OR,2020020,0.1,L,Oui
2016,COTE-D'OR,2020021,485.0,L,Non
2016,COTE-D'OR,2020047,1380.0,L,Oui
2016,COTE-D'OR,2020049,21.0,K,Non
2016,COTE-D'OR,2020062,20.0,L,Non
2016,COTE-D'OR,2020065,3.1,K,Oui
2016,COTE-D'OR,2020069,48.0,L,Non
2016,COTE-D'OR,2020099,5384.2,L,Non
2016,COTE-D'OR,2020110,9125.0,K,Non
2016,COTE-D'OR,2020219,8.0,L,Non
2016,COTE-D'OR,2020224,45.6,K,Non
2016,COTE-D'OR,2020226,20.0,L,Non
2016,COTE-D'OR,2020233,7180.0,K,Non
2016,COTE-D'OR,2020238,224.0,L,Oui
2016,COTE-D'OR,2020241,4.0,K,Non
2016,COTE-D'OR,2020264,210.0,L,Non
2016,COTE-D'OR,2020267,20.0,K,Non
2016,COTE-D'OR,2020318,28.5,L,Oui
2016,COTE-D'OR,2020328,7150.0,L,Non
2016,COTE-D'OR,2020365,0.2,L,Oui
2016,COTE-D'OR,2020448,14.2,L,Oui
2016,COTE-D'OR,2020474,2884.0,L,Non
2016,COTE-D'OR,2020497,14.0,L,Non
2016,COTE-D'OR,2030010,10.0,L,Non
2016,COTE-D'OR,2030019,215.0,L,Non
2016,COTE-D'OR,2030050,110.0,L,Oui
2016,COTE-D'OR,2030072,3.0,K,Non
2016,COTE-D'OR,2030073,11970.0,K,Non
2016,COTE-D'OR,2030110,11790.0,K,Non
2016,COTE-D'OR,2030125,160.2,L,Oui
2016,COTE-D'OR,2030174,1.0,K,Non
2016,COTE-D'OR,2030175,151.0,K,Oui
2016,COTE-D'OR,2030255,16850.0,L,Non
2016,COTE-D'OR,2030273,8.0,L,Oui
2016,COTE-D'OR,2030321,1.5,L,Oui
2016,COTE-D'OR,2030323,7098.8,L,Non
2016,COTE-D'OR,2030332,1131.6,L,Oui
2016,COTE-D'OR,2030342,11880.0,L,Non
2016,COTE-D'OR,2030404,740.0,L,Non
2016,COTE-D'OR,2030429,2160.0,K,Non
2016,COTE-D'OR,2030457,1.5,K,Non
2016,COTE-D'OR,2030466,78.4,K,Oui
2016,COTE-D'OR,2040080,365.0,K,Oui
2016,COTE-D'OR,2040085,25.0,L,Oui
2016,COTE-D'OR,2040109,528.1,K,Non
2016,COTE-D'OR,2040146,61.6,L,Non
2016,COTE-D'OR,2040192,40.0,L,Non
2016,COTE-D'OR,2040195,1348.0,L,Non
2016,COTE-D'OR,2040201,175.0,L,Non
2016,COTE-D'OR,2040207,540.0,K,Oui
2016,COTE-D'OR,2040330,770.0,K,Oui
2016,COTE-D'OR,2040348,23.0,K,Non
2016,COTE-D'OR,2040354,2.5,K,Non
2016,COTE-D'OR,2050046,40.5,K,Non
2016,COTE-D'OR,2050075,8607.5,K,Non
2016,COTE-D'OR,2050076,333.2,K,Non
2016,COTE-D'OR,2050144,214.7,L,Oui
2016,COTE-D'OR,2050145,768.7,L,Oui
2016,COTE-D'OR,2050146,1418.1,L,Oui
2016,COTE-D'OR,2060002,958.2,L,Non
2016,COTE-D'OR,2060026,1.7,K,Non
2016,COTE-D'OR,2060050,1993.7,L,Non
2016,COTE-D'OR,2060051,510.0,L,Non
2016,COTE-D'OR,2060063,165.2,K,Non
2016,COTE-D'OR,2060084,1123.0,K,Non
2016,COTE-D'OR,2060085,2839.3,L,Non
2016,COTE-D'OR,2060086,17.5,K,Non
2016,COTE-D'OR,2060088,7145.0,L,Non
2016,COTE-D'OR,2060091,310.0,L,Non
2016,COTE-D'OR,2060098,280.2,L,Non
2016,COTE-D'OR,2060113,0.8,L,Non
2016,COTE-D'OR,2060114,28.0,L,Non
2016,COTE-D'OR,2060115,6190.0,L,Non
2016,COTE-D'OR,2060116,574.0,L,Non
2016,COTE-D'OR,2060118,2780.0,L,Non
2016,COTE-D'OR,2060119,0.1,K,Non
2016,COTE-D'OR,2060120,60.0,L,Non
2016,COTE-D'OR,2060127,3451.9,L,Non
2016,COTE-D'OR,2060129,16.5,K,Non
2016,COTE-D'OR,2060131,1304.4,L,Oui
2016,COTE-D'OR,2060132,7.0,L,Non
2016,COTE-D'OR,2060133,32.0,L,Non
2016,COTE-D'OR,2060134,110.0,K,Non
2016,COTE-D'OR,2060175,5347.0,K,Oui
2016,COTE-D'OR,2060194,6444.0,K,Non
2016,COTE-D'OR,2070077,90.0,L,Non
2016,COTE-D'OR,2070092,540.0,L,Non
2016,COTE-D'OR,2070107,37.0,L,Non
2016,COTE-D'OR,2070108,75.0,K,Non
2016,COTE-D'OR,2070133,6385.0,L,Non
2016,COTE-D'OR,2070170,357.1,L,Oui
2016,COTE-D'OR,2070184,12400.0,L,Non
2016,COTE-D'OR,2070185,15.0,L,Non
2016,COTE-D'OR,2070221,15032.0,L,Non
2016,COTE-D'OR,2080004,54.0,K,Non
2016,COTE-D'OR,2080010,40.0,L,Oui
2016,COTE-D'OR,2080018,898.7,L,Oui
2016,COTE-D'OR,2080019,560.5,L,Non
2016,COTE-D'OR,2080026,1810.0,L,Non
2016,COTE-D'OR,2080029,189.9,L,Non
2016,COTE-D'OR,2080038,30.0,L,Non
2016,COTE-D'OR,2080039,80.0,L,Non
2016,COTE-D'OR,2080053,36.0,L,Oui
2016,COTE-D'OR,2080054,2384.2,L,Oui
2016,COTE-D'OR,2080059,93.0,K,Non
2016,COTE-D'OR,2080061,895.0,K,Non
2016,COTE-D'OR,2080069,1.5,L,Oui
2016,COTE-D'OR,2080070,5.0,K,Non
2016,COTE-D'OR,2080089,1.8,L,Oui
2016,COTE-D'OR,2080094,24.5,K,Non
2016,COTE-D'OR,2080098,285.7,L,Oui
2016,COTE-D'OR,2080099,360.0,K,Non
2016,COTE-D'OR,2080100,2550.0,K,Non
2016,COTE-D'OR,2080101,110.0,K,Non
2016,COTE-D'OR,2080102,792.0,L,Non
2016,COTE-D'OR,2080103,132.0,L,Non
2016,COTE-D'OR,2080105,4998.8,L,Non
2016,COTE-D'OR,2080109,330.0,L,Non
2016,COTE-D'OR,2080112,674.5,L,Non
2016,COTE-D'OR,2080113,10.0,K,Non
2016,COTE-D'OR,2080114,2780.0,L,Non
2016,COTE-D'OR,2080117,2.6,K,Non
2016,COTE-D'OR,2080119,705.0,L,Non
2016,COTE-D'OR,2080120,5.0,L,Non
2016,COTE-D'OR,2080121,2821.1,K,Non
2016,COTE-D'OR,2080123,10.0,K,Non
2016,COTE-D'OR,2080124,43.1,K,Non
2016,COTE-D'OR,2080125,132.9,K,Non
2016,COTE-D'OR,2080129,1677.0,L,Non
2016,COTE-D'OR,2080133,190.8,L,Oui
2016,COTE-D'OR,2080134,65.0,L,Oui
2016,COTE-D'OR,2080136,170.0,K,Non
2016,COTE-D'OR,2080145,26380.0,L,Non
2016,COTE-D'OR,2080147,320.0,L,Non
2016,COTE-D'OR,2090001,803.6,L,Non
2016,COTE-D'OR,2090005,3.0,K,Non
2016,COTE-D'OR,2090008,166.5,L,Non
2016,COTE-D'OR,2090009,2360.0,L,Non
2016,COTE-D'OR,2090011,1630.0,L,Non
2016,COTE-D'OR,2090016,7130.0,L,Non
2016,COTE-D'OR,2090024,60.0,L,Non
2016,COTE-D'OR,2090029,0.5,L,Non
2016,COTE-D'OR,2090031,0.2,K,Non
2016,COTE-D'OR,2090032,135.0,L,Oui
2016,COTE-D'OR,2090033,55.0,L,Oui
2016,COTE-D'OR,2090034,169.6,L,Oui
2016,COTE-D'OR,2090036,1860.8,L,Oui
2016,COTE-D'OR,2090037,680.0,K,Non
2016,COTE-D'OR,2090038,8995.0,L,Non
2016,COTE-D'OR,2090041,4867.7,K,Non
2016,COTE-D'OR,2090042,873.7,K,Non
2016,COTE-D'OR,2090043,18.2,L,Non
2016,COTE-D'OR,2090044,894.1,L,Oui
2016,COTE-D'OR,2090045,78.8,L,Oui
2016,COTE-D'OR,2090050,1692.0,K,Non
2016,COTE-D'OR,2090052,12.4,K,Non
2016,COTE-D'OR,2090053,510.0,L,Non
2016,COTE-D'OR,2090054,15.6,K,Non
2016,COTE-D'OR,2090057,18.7,K,Non
2016,COTE-D'OR,2090059,270.0,K,Non
2016,COTE-D'OR,2090060,1672.0,L,Non
2016,COTE-D'OR,2090064,3180.0,L,Non
2016,COTE-D'OR,2090068,3045.0,L,Non
2016,COTE-D'OR,2090069,20.0,L,Non
2016,COTE-D'OR,2090070,154.5,K,Non
2016,COTE-D'OR,2090072,332.3,K,Non
2016,COTE-D'OR,2090078,2.9,L,Oui
2016,COTE-D'OR,2090079,18.1,L,Oui
2016,COTE-D'OR,2090080,120.0,L,Non
2016,COTE-D'OR,2090090,559.0,L,Non
2016,COTE-D'OR,2090091,11.0,K,Non
2016,COTE-D'OR,2090092,3430.5,L,Non
2016,COTE-D'OR,2090093,40.0,L,Non
2016,COTE-D'OR,2090094,115.0,K,Non
2016,COTE-D'OR,2090096,19343.9,L,Non
2016,COTE-D'OR,2090099,1185.0,L,Non
2016,COTE-D'OR,2090101,55.0,L,Non
2016,COTE-D'OR,2090111,113.6,L,Non
2016,COTE-D'OR,2090112,8400.0,L,Non
2016,COTE-D'OR,2090113,3670.0,L,Non
2016,COTE-D'OR,2090114,285.3,K,Non
2016,COTE-D'OR,2090115,880.0,L,Non
2016,COTE-D'OR,2090116,2355.5,L,Non
2016,COTE-D'OR,2090117,4800.0,L,Non
2016,COTE-D'OR,2090118,22410.0,L,Non
2016,COTE-D'OR,2090119,16357.9,L,Non
2016,COTE-D'OR,2090123,100.0,L,Non
2016,COTE-D'OR,2090124,289.5,L,Oui
2016,COTE-D'OR,2090126,25723.1,L,Non
2016,COTE-D'OR,2090127,285.0,L,Non
2016,COTE-D'OR,2090128,5.0,L,Non
2016,COTE-D'OR,2090129,1.0,L,Non
2016,COTE-D'OR,2090132,13065.2,L,Non
2016,COTE-D'OR,2090136,1190.0,L,Non
2016,COTE-D'OR,2090138,21823.4,K,Non
2016,COTE-D'OR,2090146,727.0,L,Oui
2016,COTE-D'OR,2090149,4690.0,L,Non
2016,COTE-D'OR,2090152,193.5,L,Non
2016,COTE-D'OR,2090153,291.6,K,Non
2016,COTE-D'OR,2090159,8.1,K,Non
2016,COTE-D'OR,2090160,79220.0,L,Non
2016,COTE-D'OR,2090164,4221.0,L,Oui
2016,COTE-D'OR,2090168,2.0,K,Non
2016,COTE-D'OR,2090169,19.5,K,Non
2016,COTE-D'OR,2090170,17920.5,K,Non
2016,COTE-D'OR,2090171,8715.0,L,Non
2016,COTE-D'OR,2090172,9280.0,L,Non
2016,COTE-D'OR,2090173,2200.0,L,Non
2016,COTE-D'OR,2090175,7.5,K,Non
2016,COTE-D'OR,2090176,1938.5,L,Oui
2016,COTE-D'OR,2090178,396.9,L,Oui
2016,COTE-D'OR,2090186,13880.0,L,Non
2016,COTE-D'OR,2090188,890.0,L,Non
2016,COTE-D'OR,2090189,368.7,L,Non
2016,COTE-D'OR,2090199,348.1,L,Oui
2016,COTE-D'OR,2090200,898.2,L,Oui
2016,COTE-D'OR,2100001,280.0,L,Non
2016,COTE-D'OR,2100004,1354.2,L,Oui
2016,COTE-D'OR,2100009,305.4,K,Non
2016,COTE-D'OR,2100014,12.0,K,Non
2016,COTE-D'OR,2100015,11.4,K,Non
2016,COTE-D'OR,2100016,79.2,K,Non
2016,COTE-D'OR,2100018,394.0,L,Non
2016,COTE-D'OR,2100026,1959.0,L,Non
2016,COTE-D'OR,2100028,705.0,L,Non
2016,COTE-D'OR,2100030,21880.0,K,Non
2016,COTE-D'OR,2100037,535.0,L,Non
2016,COTE-D'OR,2100041,3142.0,L,Non
2016,COTE-D'OR,2100051,5511.4,L,Non
2016,COTE-D'OR,2100052,45344.2,L,Non
2016,COTE-D'OR,2100053,325.0,L,Non
2016,COTE-D'OR,2100056,1845.0,L,Non
2016,COTE-D'OR,2100057,1820.0,L,Non
2016,COTE-D'OR,2100058,12.0,K,Non
2016,COTE-D'OR,2100059,110.0,L,Non
2016,COTE-D'OR,2100065,634.9,K,Non
2016,COTE-D'OR,2100066,24.5,K,Non
2016,COTE-D'OR,2100069,99.0,K,Non
2016,COTE-D'OR,2100071,40.0,L,Non
2016,COTE-D'OR,2100078,528.6,L,Oui
2016,COTE-D'OR,2100083,641.3,L,Oui
2016,COTE-D'OR,2100095,3460.0,L,Non
2016,COTE-D'OR,2100099,9.0,L,Oui
2016,COTE-D'OR,2100100,71.3,L,Oui
2016,COTE-D'OR,2100108,8215.0,L,Non
2016,COTE-D'OR,2100110,93.6,L,Non
2016,COTE-D'OR,2100111,3235.0,L,Non
2016,COTE-D'OR,2100112,1200.0,L,Non
2016,COTE-D'OR,2100114,15.0,K,Non
2016,COTE-D'OR,2100121,443.5,L,Non
2016,COTE-D'OR,2100122,0.6,K,Non
2016,COTE-D'OR,2100138,25515.0,L,Non
2016,COTE-D'OR,2100140,1600.0,L,Non
2016,COTE-D'OR,2100143,1140.0,L,Non
2016,COTE-D'OR,2100147,6250.0,K,Non
2016,COTE-D'OR,2100151,350.7,L,Non
2016,COTE-D'OR,2100154,1984.0,L,Non
2016,COTE-D'OR,2100159,60.0,L,Oui
2016,COTE-D'OR,2100162,5.0,K,Non
2016,COTE-D'OR,2100165,397.3,L,Oui
2016,COTE-D'OR,2100175,1.2,L,Non
2016,COTE-D'OR,2100178,1014.0,K,Non
2016,COTE-D'OR,2100179,885.0,L,Non
2016,COTE-D'OR,2100181,13237.2,K,Non
2016,COTE-D'OR,2100182,260.0,L,Non
2016,COTE-D'OR,2100203,4.0,L,Oui
2016,COTE-D'OR,2100208,100.0,L,Non
2016,COTE-D'OR,2100212,1.0,K,Non
2016,COTE-D'OR,2100214,307.0,L,Non
2016,COTE-D'OR,2100215,3510.0,L,Non
2016,COTE-D'OR,2100219,1055.0,L,Oui
2016,COTE-D'OR,2100220,93.0,L,Oui
2016,COTE-D'OR,2100221,20098.7,K,Non
2016,COTE-D'OR,2100231,1645.0,K,Non
2016,COTE-D'OR,2100234,2675.0,L,Non
2016,COTE-D'OR,2100240,22.0,L,Oui
2016,COTE-D'OR,2100244,10243.0,L,Non
2016,COTE-D'OR,2110004,14220.0,L,Non
2016,COTE-D'OR,2110006,5113.2,K,Non
2016,COTE-D'OR,2110009,155.0,L,Non
2016,COTE-D'OR,2110010,98.5,K,Non
2016,COTE-D'OR,2110011,180.0,L,Non
2016,COTE-D'OR,2110012,831.0,L,Non
2016,COTE-D'OR,2110013,339.0,L,Non
2016,COTE-D'OR,2110018,432.7,L,Non
2016,COTE-D'OR,2110033,1582.8,L,Oui
2016,COTE-D'OR,2110040,9.6,K,Oui
2016,COTE-D'OR,2110055,115.0,K,Non
2016,COTE-D'OR,2110056,660.0,L,Non
2016,COTE-D'OR,2110059,580.0,K,Non
2016,COTE-D'OR,2110063,111.2,K,Non
2016,COTE-D'OR,2110068,6180.0,L,Non
2016,COTE-D'OR,2110072,28.5,K,Non
2016,COTE-D'OR,2110073,2.5,L,Non
2016,COTE-D'OR,2110078,50.0,L,Non
2016,COTE-D'OR,2110082,263.8,K,Non
2016,COTE-D'OR,2110083,20.4,L,Oui
2016,COTE-D'OR,2110084,463.3,L,Oui
2016,COTE-D'OR,2110086,235.0,L,Non
2016,COTE-D'OR,2110090,5620.0,L,Non
2016,COTE-D'OR,2110095,4615.0,L,Non
2016,COTE-D'OR,2110096,450.0,L,Non
2016,COTE-D'OR,2110098,440.0,L,Non
2016,COTE-D'OR,2110102,14255.5,L,Non
2016,COTE-D'OR,2110103,4.0,K,Non
2016,COTE-D'OR,2110104,3027.0,L,Non
2016,COTE-D'OR,2110105,427.0,L,Non
2016,COTE-D'OR,2110108,125.0,L,Non
2016,COTE-D'OR,2110109,6440.0,L,Non
2016,COTE-D'OR,2110111,90.0,L,Non
2016,COTE-D'OR,2110121,63.0,L,Non
2016,COTE-D'OR,2110135,390.7,L,Oui
2016,COTE-D'OR,2110141,1835.0,L,Non
2016,COTE-D'OR,2110143,61.0,L,Non
2016,COTE-D'OR,2110144,290.0,L,Non
2016,COTE-D'OR,2110147,1139.5,K,Non
2016,COTE-D'OR,2110149,1229.6,L,Oui
2016,COTE-D'OR,2110150,405.4,L,Oui
2016,COTE-D'OR,2110151,29940.0,L,Non
2016,COTE-D'OR,2110152,459.0,L,Non
2016,COTE-D'OR,2110153,1555.0,L,Non
2016,COTE-D'OR,2110154,240.0,L,Non
2016,COTE-D'OR,2110156,5.0,L,Non
2016,COTE-D'OR,2110159,247.2,L,Oui
2016,COTE-D'OR,2110160,665.2,L,Oui
2016,COTE-D'OR,2110161,70.0,L,Non
2016,COTE-D'OR,2110162,445.0,L,Non
2016,COTE-D'OR,2110168,11.0,L,Non
2016,COTE-D'OR,2110170,5930.0,L,Non
2016,COTE-D'OR,2110173,190.0,K,Non
2016,COTE-D'OR,2110174,114.2,L,Oui
2016,COTE-D'OR,2110177,80670.0,L,Non
2016,COTE-D'OR,2110178,43325.6,L,Non
2016,COTE-D'OR,2110180,47.0,K,Oui
2016,COTE-D'OR,2110181,3735.0,L,Non
2016,COTE-D'OR,2110191,3895.0,L,Non
2016,COTE-D'OR,2110194,905.0,L,Non
2016,COTE-D'OR,2110196,10.1,K,Oui
2016,COTE-D'OR,2110197,129.0,L,Non
2016,COTE-D'OR,2110198,560.0,L,Oui
2016,COTE-D'OR,2110201,9735.0,L,Non
2016,COTE-D'OR,2120008,30.0,L,Oui
2016,COTE-D'OR,2120015,45.6,L,Oui
2016,COTE-D'OR,2120018,822.4,L,Oui
2016,COTE-D'OR,2120028,60.0,L,Non
2016,COTE-D'OR,2120034,28375.0,L,Non
2016,COTE-D'OR,2120035,6755.0,L,Non
2016,COTE-D'OR,2120036,75.0,L,Non
2016,COTE-D'OR,2120041,34.7,L,Non
