annee,departement,amm,quantite_produit,conditionnement,eaj
2016,AIN,1030003,4.3,L,Oui
2016,AIN,2000003,6064.4,L,Non
2016,AIN,2000017,9.6,L,Oui
2016,AIN,2000018,12740.4,K,Non
2016,AIN,2000044,594.0,L,Non
2016,AIN,2000051,5.0,L,Non
2016,AIN,2000071,2307.0,K,Oui
2016,AIN,2000087,64.0,K,Non
2016,AIN,2000122,7.2,L,Non
2016,AIN,2000125,1955.5,K,Oui
2016,AIN,2000150,5.0,L,Oui
2016,AIN,2000201,197.2,L,Non
2016,AIN,2000205,3.6,K,Non
2016,AIN,2000207,70.0,L,Non
2016,AIN,2000208,3.5,L,Non
2016,AIN,2000216,45.0,L,Non
2016,AIN,2000222,3.3,L,Oui
2016,AIN,2000228,72.0,K,Oui
2016,AIN,2000236,13.0,L,Non
2016,AIN,2000294,90.0,K,Non
2016,AIN,2000299,323.0,L,Non
2016,AIN,2000305,30.0,L,Non
2016,AIN,2000324,36.0,L,Non
2016,AIN,2000327,441.0,L,Non
2016,AIN,2000336,5.0,K,Non
2016,AIN,2000338,10.0,K,Non
2016,AIN,2000341,770.0,K,Non
2016,AIN,2000362,4.5,K,Oui
2016,AIN,2000364,3.0,K,Oui
2016,AIN,2000366,1.5,L,Oui
2016,AIN,2000369,23.7,K,Non
2016,AIN,2000390,1819.2,K,Oui
2016,AIN,2000416,7.0,L,Oui
2016,AIN,2000461,3915.0,L,Non
2016,AIN,2000500,5308.0,L,Oui
2016,AIN,2000502,24.5,L,Non
2016,AIN,2000510,6967.0,K,Oui
2016,AIN,2000517,461.6,L,Oui
2016,AIN,2000536,70.0,K,Non
2016,AIN,2010019,349.0,L,Non
2016,AIN,2010023,1368.0,L,Non
2016,AIN,2010025,295.0,L,Non
2016,AIN,2010030,475.0,L,Non
2016,AIN,2010035,1353.8,L,Oui
2016,AIN,2010047,40.0,L,Non
2016,AIN,2010100,1.0,L,Oui
2016,AIN,2010118,837.0,K,Oui
2016,AIN,2010130,1720.0,K,Non
2016,AIN,2010132,34.0,K,Non
2016,AIN,2010139,14.7,L,Non
2016,AIN,2010239,2230.0,L,Non
2016,AIN,2010280,4960.3,L,Non
2016,AIN,2010282,1241.0,L,Non
2016,AIN,2010284,1.5,L,Oui
2016,AIN,2010299,6.7,K,Oui
2016,AIN,2010310,55.0,L,Non
2016,AIN,2010315,0.3,K,Non
2016,AIN,2010319,132.3,L,Oui
2016,AIN,2010321,317.7,L,Oui
2016,AIN,2010335,10.5,L,Oui
2016,AIN,2010351,613.0,K,Non
2016,AIN,2010410,452.4,K,Oui
2016,AIN,2010415,43265.0,L,Non
2016,AIN,2010419,424.8,K,Non
2016,AIN,2010425,28.7,K,Non
2016,AIN,2010427,60.0,L,Non
2016,AIN,2010432,5.7,L,Oui
2016,AIN,2010438,16.0,L,Oui
2016,AIN,2010439,55.1,L,Oui
2016,AIN,2010441,80.0,L,Non
2016,AIN,2010493,733.6,K,Oui
2016,AIN,2010495,2670.0,K,Non
2016,AIN,2010499,2815.0,L,Non
2016,AIN,2010509,757.0,K,Oui
2016,AIN,2010512,2.7,L,Oui
2016,AIN,2010513,728.0,K,Non
2016,AIN,2010525,4.0,K,Non
2016,AIN,2010530,1.8,L,Oui
2016,AIN,2010531,3370.0,L,Non
2016,AIN,2010537,2.2,K,Non
2016,AIN,2010584,15.0,L,Non
2016,AIN,2010588,5.0,L,Non
2016,AIN,2010612,4020.0,L,Oui
2016,AIN,2010618,409.1,K,Oui
2016,AIN,2010632,46.0,K,Non
2016,AIN,2010640,10.0,K,Non
2016,AIN,2020003,2903.3,K,Oui
2016,AIN,2020020,6.0,L,Oui
2016,AIN,2020021,10.0,L,Non
2016,AIN,2020027,1.0,K,Oui
2016,AIN,2020047,10.0,L,Oui
2016,AIN,2020062,20.0,L,Non
2016,AIN,2020065,51.4,K,Oui
2016,AIN,2020069,45.0,L,Non
2016,AIN,2020110,853.4,K,Non
2016,AIN,2020199,6.4,K,Non
2016,AIN,2020216,1.0,L,Non
2016,AIN,2020219,1.0,L,Non
2016,AIN,2020226,1.0,L,Non
2016,AIN,2020233,3700.0,K,Non
2016,AIN,2020238,20.0,L,Oui
2016,AIN,2020267,6.0,K,Non
2016,AIN,2020301,63.0,L,Oui
2016,AIN,2020318,70.6,L,Oui
2016,AIN,2020328,590.0,L,Non
2016,AIN,2020339,25.0,L,Non
2016,AIN,2020348,255.0,L,Non
2016,AIN,2020426,3.0,L,Oui
2016,AIN,2020448,3.8,L,Oui
2016,AIN,2020456,180.0,L,Non
2016,AIN,2020474,715.0,L,Non
2016,AIN,2030010,984.0,L,Non
2016,AIN,2030073,165.0,K,Non
2016,AIN,2030125,976.9,L,Oui
2016,AIN,2030174,2.6,K,Non
2016,AIN,2030175,1806.2,K,Oui
2016,AIN,2030255,3645.0,L,Non
2016,AIN,2030273,184.6,L,Oui
2016,AIN,2030286,5.6,L,Oui
2016,AIN,2030321,3.0,L,Oui
2016,AIN,2030323,1391.5,L,Non
2016,AIN,2030332,972.2,L,Oui
2016,AIN,2030404,1493.0,L,Non
2016,AIN,2030457,6.5,K,Non
2016,AIN,2030466,16.2,K,Oui
2016,AIN,2040019,25.0,K,Non
2016,AIN,2040079,4.5,L,Oui
2016,AIN,2040080,187.0,K,Oui
2016,AIN,2040085,18.1,L,Oui
2016,AIN,2040109,30.2,K,Non
2016,AIN,2040146,369.0,L,Non
2016,AIN,2040195,543.0,L,Non
2016,AIN,2040199,37.0,K,Non
2016,AIN,2040201,15.0,L,Non
2016,AIN,2040205,60.0,K,Oui
2016,AIN,2040330,3940.0,K,Oui
2016,AIN,2040348,6.0,K,Non
2016,AIN,2050038,0.5,L,Oui
2016,AIN,2050041,36.0,L,Oui
2016,AIN,2050046,17.0,K,Non
2016,AIN,2050050,54.4,L,Oui
2016,AIN,2050075,346.5,K,Non
2016,AIN,2050076,111.8,K,Non
2016,AIN,2050077,8.0,K,Oui
2016,AIN,2050078,10.0,L,Non
2016,AIN,2050136,2949.0,K,Non
2016,AIN,2050144,144.0,L,Oui
2016,AIN,2050145,1670.0,L,Oui
2016,AIN,2050146,4973.0,L,Oui
2016,AIN,2060002,419.0,L,Non
2016,AIN,2060011,0.2,L,Oui
2016,AIN,2060026,4.8,K,Non
2016,AIN,2060050,349.6,L,Non
2016,AIN,2060051,105.0,L,Non
2016,AIN,2060063,42.2,K,Non
2016,AIN,2060084,2106.0,K,Non
2016,AIN,2060085,117.0,L,Non
2016,AIN,2060086,8.1,K,Non
2016,AIN,2060088,46147.9,L,Non
2016,AIN,2060091,750.0,L,Non
2016,AIN,2060098,253.2,L,Non
2016,AIN,2060113,5.0,L,Non
2016,AIN,2060114,2.6,L,Non
2016,AIN,2060115,140.0,L,Non
2016,AIN,2060116,67.5,L,Non
2016,AIN,2060118,300.0,L,Non
2016,AIN,2060119,4.0,K,Non
2016,AIN,2060126,0.6,L,Non
2016,AIN,2060127,584.8,L,Non
2016,AIN,2060129,9.2,K,Non
2016,AIN,2060131,2080.5,L,Oui
2016,AIN,2060133,154.0,L,Non
2016,AIN,2060134,3780.0,K,Non
2016,AIN,2060175,3470.0,K,Oui
2016,AIN,2060194,27566.0,K,Non
2016,AIN,2070107,369.0,L,Non
2016,AIN,2070133,775.0,L,Non
2016,AIN,2070136,280.0,K,Oui
2016,AIN,2070170,343.1,L,Oui
2016,AIN,2070184,610.0,L,Non
2016,AIN,2070185,55.0,L,Non
2016,AIN,2070193,1680.0,L,Non
2016,AIN,2070221,7355.0,L,Non
2016,AIN,2080018,3274.2,L,Oui
2016,AIN,2080019,90.0,L,Non
2016,AIN,2080025,100.0,L,Non
2016,AIN,2080026,442.0,L,Non
2016,AIN,2080029,200.7,L,Non
2016,AIN,2080039,290.0,L,Non
2016,AIN,2080053,89.0,L,Oui
2016,AIN,2080054,3336.1,L,Oui
2016,AIN,2080060,18.0,L,Non
2016,AIN,2080061,10.0,K,Non
2016,AIN,2080070,80.0,K,Non
2016,AIN,2080089,16.9,L,Oui
2016,AIN,2080090,0.5,L,Oui
2016,AIN,2080091,12.0,K,Oui
2016,AIN,2080094,790.5,K,Non
2016,AIN,2080097,10.0,L,Non
2016,AIN,2080098,118.1,L,Oui
2016,AIN,2080099,220.0,K,Non
2016,AIN,2080100,40.0,K,Non
2016,AIN,2080101,584.0,K,Non
2016,AIN,2080102,995.0,L,Non
2016,AIN,2080103,420.0,L,Non
2016,AIN,2080105,78.0,L,Non
2016,AIN,2080109,152.0,L,Non
2016,AIN,2080112,1782.2,L,Non
2016,AIN,2080113,840.0,K,Non
2016,AIN,2080114,50.0,L,Non
2016,AIN,2080117,7.8,K,Non
2016,AIN,2080119,6197.0,L,Non
2016,AIN,2080120,94.0,L,Non
2016,AIN,2080121,249.0,K,Non
2016,AIN,2080129,271.0,L,Non
2016,AIN,2080132,9.8,L,Oui
2016,AIN,2080133,264.4,L,Oui
2016,AIN,2080134,10.0,L,Oui
2016,AIN,2080136,193.0,K,Non
2016,AIN,2080145,45.0,L,Non
2016,AIN,2080147,45.4,L,Non
2016,AIN,2090001,47.4,L,Non
2016,AIN,2090005,16.0,K,Non
2016,AIN,2090008,1796.0,L,Non
2016,AIN,2090011,610.0,L,Non
2016,AIN,2090016,445.0,L,Non
2016,AIN,2090019,735.0,L,Non
2016,AIN,2090024,1265.0,L,Non
2016,AIN,2090026,30.0,L,Non
2016,AIN,2090032,138.0,L,Oui
2016,AIN,2090033,34.0,L,Oui
2016,AIN,2090034,137.3,L,Oui
2016,AIN,2090036,648.6,L,Oui
2016,AIN,2090037,3280.0,K,Non
2016,AIN,2090041,860.0,K,Non
2016,AIN,2090042,194.6,K,Non
2016,AIN,2090043,36.5,L,Non
2016,AIN,2090044,1300.9,L,Oui
2016,AIN,2090045,379.2,L,Oui
2016,AIN,2090050,271348.2,K,Non
2016,AIN,2090052,63.8,K,Non
2016,AIN,2090053,1785.0,L,Non
2016,AIN,2090054,342.4,K,Non
2016,AIN,2090055,60.0,L,Non
2016,AIN,2090057,29.0,K,Non
2016,AIN,2090060,90.0,L,Non
2016,AIN,2090063,76.0,K,Non
2016,AIN,2090064,5060.0,L,Non
2016,AIN,2090068,275.0,L,Non
2016,AIN,2090069,365.0,L,Non
2016,AIN,2090070,39.8,K,Non
2016,AIN,2090072,46.3,K,Non
2016,AIN,2090078,2.9,L,Oui
2016,AIN,2090079,44.3,L,Oui
2016,AIN,2090080,3305.0,L,Non
2016,AIN,2090082,8.0,L,Non
2016,AIN,2090090,1.0,L,Non
2016,AIN,2090091,137.0,K,Non
2016,AIN,2090092,410.0,L,Non
2016,AIN,2090093,235.0,L,Non
2016,AIN,2090094,1435.0,K,Non
2016,AIN,2090101,305.0,L,Non
2016,AIN,2090103,150.0,K,Non
2016,AIN,2090111,1.3,L,Non
2016,AIN,2090112,115.0,L,Non
2016,AIN,2090113,4430.0,L,Non
2016,AIN,2090114,0.5,K,Non
2016,AIN,2090115,320.0,L,Non
2016,AIN,2090116,25.0,L,Non
2016,AIN,2090117,672.0,L,Non
2016,AIN,2090118,7820.0,L,Non
2016,AIN,2090119,1610.0,L,Non
2016,AIN,2090121,500.0,L,Non
2016,AIN,2090123,87.0,L,Non
2016,AIN,2090124,442.3,L,Oui
2016,AIN,2090126,3629.5,L,Non
2016,AIN,2090127,205.0,L,Non
2016,AIN,2090128,35.0,L,Non
2016,AIN,2090132,2730.0,L,Non
2016,AIN,2090135,590.0,K,Non
2016,AIN,2090136,1625.0,L,Non
2016,AIN,2090138,1.0,K,Non
2016,AIN,2090146,1002.1,L,Oui
2016,AIN,2090149,25.0,L,Non
2016,AIN,2090152,137.5,L,Non
2016,AIN,2090153,68.4,K,Non
2016,AIN,2090159,68.6,K,Non
2016,AIN,2090160,63300.0,L,Non
2016,AIN,2090164,4943.7,L,Oui
2016,AIN,2090165,51.0,L,Oui
2016,AIN,2090170,60.0,K,Non
2016,AIN,2090172,3250.0,L,Non
2016,AIN,2090173,780.0,L,Non
2016,AIN,2090176,1419.8,L,Oui
2016,AIN,2090178,892.5,L,Oui
2016,AIN,2090186,6040.0,L,Non
2016,AIN,2090189,10.0,L,Non
2016,AIN,2090199,955.9,L,Oui
2016,AIN,2090200,652.5,L,Oui
2016,AIN,2100001,1165.0,L,Non
2016,AIN,2100004,1788.5,L,Oui
2016,AIN,2100009,447.3,K,Non
2016,AIN,2100011,120.0,L,Non
2016,AIN,2100014,30.0,K,Non
2016,AIN,2100015,33.3,K,Non
2016,AIN,2100016,23.8,K,Non
2016,AIN,2100025,13.0,L,Non
2016,AIN,2100026,171.0,L,Non
2016,AIN,2100028,5.0,L,Non
2016,AIN,2100030,9238.0,K,Non
2016,AIN,2100035,5.0,L,Non
2016,AIN,2100040,320.0,L,Non
2016,AIN,2100041,155.0,L,Non
2016,AIN,2100052,4367.3,L,Non
2016,AIN,2100057,4540.0,L,Non
2016,AIN,2100059,110.0,L,Non
2016,AIN,2100060,772.0,L,Non
2016,AIN,2100064,0.6,K,Non
2016,AIN,2100071,80.0,L,Non
2016,AIN,2100078,1516.5,L,Oui
2016,AIN,2100083,363.6,L,Oui
2016,AIN,2100099,4.0,L,Oui
2016,AIN,2100100,52.4,L,Oui
2016,AIN,2100102,30.0,L,Non
2016,AIN,2100108,17165.0,L,Non
2016,AIN,2100110,2.5,L,Non
2016,AIN,2100111,2331.9,L,Non
2016,AIN,2100112,460.0,L,Non
2016,AIN,2100114,297.0,K,Non
2016,AIN,2100121,860.3,L,Non
2016,AIN,2100122,148.2,K,Non
2016,AIN,2100138,9875.0,L,Non
2016,AIN,2100140,65.0,L,Non
2016,AIN,2100143,175.0,L,Non
2016,AIN,2100147,130.0,K,Non
2016,AIN,2100151,263.6,L,Non
2016,AIN,2100154,1340.0,L,Non
2016,AIN,2100159,90.0,L,Oui
2016,AIN,2100165,517.2,L,Oui
2016,AIN,2100175,38.6,L,Non
2016,AIN,2100177,220.2,K,Non
2016,AIN,2100178,390.0,K,Non
2016,AIN,2100179,2975.0,L,Non
2016,AIN,2100181,3391.5,K,Non
2016,AIN,2100182,90.0,L,Non
2016,AIN,2100185,305.0,L,Non
2016,AIN,2100203,6.0,L,Oui
2016,AIN,2100204,275.0,L,Non
2016,AIN,2100212,71.0,K,Non
2016,AIN,2100216,0.5,K,Non
2016,AIN,2100219,1653.0,L,Oui
2016,AIN,2100220,170.3,L,Oui
2016,AIN,2100221,4050.0,K,Non
2016,AIN,2100231,713.0,K,Non
2016,AIN,2100234,55.0,L,Non
2016,AIN,2100235,275.0,L,Non
2016,AIN,2100240,36.5,L,Oui
2016,AIN,2100244,665.0,L,Non
2016,AIN,2110012,287.0,L,Non
2016,AIN,2110013,313.0,L,Non
2016,AIN,2110017,34.5,L,Non
2016,AIN,2110018,1510.3,L,Non
2016,AIN,2110033,1229.3,L,Oui
2016,AIN,2110040,82.6,K,Oui
2016,AIN,2110059,90.0,K,Non
2016,AIN,2110063,1.2,K,Non
2016,AIN,2110068,26583.6,L,Non
2016,AIN,2110073,1.0,L,Non
2016,AIN,2110077,15.0,L,Non
2016,AIN,2110078,35.0,L,Non
2016,AIN,2110082,137.8,K,Non
2016,AIN,2110083,90.6,L,Oui
2016,AIN,2110084,751.0,L,Oui
2016,AIN,2110086,1377.0,L,Non
2016,AIN,2110101,5.0,L,Non
2016,AIN,2110102,4396.6,L,Non
2016,AIN,2110104,707.0,L,Non
2016,AIN,2110109,51550.0,L,Non
2016,AIN,2110111,4410.0,L,Non
2016,AIN,2110121,662.6,L,Non
2016,AIN,2110135,647.9,L,Oui
2016,AIN,2110141,430.0,L,Non
2016,AIN,2110143,93.0,L,Non
2016,AIN,2110147,209.0,K,Non
2016,AIN,2110149,1844.0,L,Oui
2016,AIN,2110150,626.6,L,Oui
2016,AIN,2110152,218.0,L,Non
2016,AIN,2110153,980.0,L,Non
2016,AIN,2110154,175.0,L,Non
2016,AIN,2110159,550.4,L,Oui
2016,AIN,2110160,569.1,L,Oui
2016,AIN,2110162,185.0,L,Non
2016,AIN,2110168,10.0,L,Non
2016,AIN,2110170,1740.0,L,Non
2016,AIN,2110173,1180.0,K,Non
2016,AIN,2110177,13544.2,L,Non
2016,AIN,2110178,7940.0,L,Non
2016,AIN,2110179,10.0,K,Non
2016,AIN,2110180,233.5,K,Oui
2016,AIN,2110181,3005.0,L,Non
2016,AIN,2110191,3800.0,L,Non
2016,AIN,2110194,1700.0,L,Non
2016,AIN,2110196,65.0,K,Oui
2016,AIN,2110197,169.0,L,Non
2016,AIN,2110198,20.0,L,Oui
2016,AIN,2110201,20240.0,L,Non
2016,AIN,2110202,10.0,L,Non
2016,AIN,2120008,139.0,L,Oui
2016,AIN,2120015,72.0,L,Oui
2016,AIN,2120018,1823.2,L,Oui
2016,AIN,2120029,60.0,L,Non
2016,AIN,2120032,120.0,L,Non
2016,AIN,2120034,46345.0,L,Non
2016,AIN,2120035,459.0,L,Non
2016,AIN,2120036,5.0,L,Non
2016,AIN,2120041,0.5,L,Non
2016,AIN,2120048,3513.0,L,Non
2016,AIN,2120063,28.4,L,Oui
2016,AIN,2120066,20.0,L,Non
2016,AIN,2120067,12.0,K,Non
2016,AIN,2120069,2670.0,K,Non
2016,AIN,2120075,355.0,L,Non
2016,AIN,2120086,410.0,L,Non
2016,AIN,2120087,41.0,K,Non
2016,AIN,2120089,228.0,L,Non
2016,AIN,2120092,30.0,L,Non
2016,AIN,2120093,15.0,L,Non
2016,AIN,2120116,1320.0,L,Oui
2016,AIN,2120117,25.0,L,Non
2016,AIN,2120118,48.5,L,Oui
2016,AIN,2120120,798.1,L,Non
2016,AIN,2120129,35.6,L,Oui
2016,AIN,2120130,2.0,K,Non
2016,AIN,2120132,1680.0,K,Non
2016,AIN,2120133,1166.0,L,Oui
2016,AIN,2120150,5.9,L,Oui
2016,AIN,2120155,697.8,L,Oui
2016,AIN,2120157,5989.3,L,Oui
2016,AIN,2120159,110.9,L,Non
2016,AIN,2120160,680.0,L,Non
2016,AIN,2120172,42.6,L,Oui
2016,AIN,2120174,627.0,L,Oui
2016,AIN,2120194,140.4,K,Non
2016,AIN,2120196,120.0,L,Non
2016,AIN,2120205,4820.0,L,Non
2016,AIN,2120206,385.0,L,Non
2016,AIN,2120213,27.0,L,Oui
2016,AIN,2120214,23.0,K,Non
2016,AIN,2120219,4.8,L,Non
2016,AIN,2130034,120.0,K,Non
2016,AIN,2130040,566.0,L,Oui
2016,AIN,2130049,820.0,L,Non
2016,AIN,2130054,480.0,L,Non
2016,AIN,2130063,390.0,L,Non
2016,AIN,2130067,236.0,L,Non
2016,AIN,2130068,1799.0,L,Non
2016,AIN,2130069,12.0,L,Non
2016,AIN,2130075,86168.9,K,Non
2016,AIN,2130079,0.5,L,Non
2016,AIN,2130081,14620.0,K,Non
2016,AIN,2130083,204.0,L,Non
2016,AIN,2130084,87.0,K,Non
2016,AIN,2130085,10.0,K,Non
2016,AIN,2130088,136.4,K,Oui
2016,AIN,2130093,1687.0,L,Oui
2016,AIN,2130105,160.0,K,Non
2016,AIN,2130106,157.3,K,Oui
2016,AIN,2130111,12.8,L,Oui
2016,AIN,2130126,42.0,K,Oui
2016,AIN,2130140,7710.0,L,Non
2016,AIN,2130141,21.0,L,Oui
2016,AIN,2130151,15.1,K,Oui
2016,AIN,2130152,262.2,L,Non
2016,AIN,2130153,1052.2,L,Oui
2016,AIN,2130164,450.0,L,Non
2016,AIN,2130176,3.0,K,Non
2016,AIN,2130186,33.0,K,Non
2016,AIN,2130200,3.0,L,Non
2016,AIN,2130212,145.0,K,Non
2016,AIN,2130240,369.1,K,Oui
2016,AIN,2130244,25.0,L,Non
2016,AIN,2130247,5.0,L,Non
2016,AIN,2130253,285.0,L,Non
2016,AIN,2130260,16.0,L,Non
2016,AIN,2130261,400.0,K,Non
2016,AIN,2130266,30.0,L,Non
2016,AIN,2130271,33.0,L,Non
2016,AIN,2140002,2.0,L,Non
2016,AIN,2140018,825.0,L,Non
2016,AIN,2140039,6250.7,L,Non
2016,AIN,2140042,12.0,L,Non
2016,AIN,2140050,2373.4,K,Non
2016,AIN,2140055,484.3,L,Oui
2016,AIN,2140060,635.0,L,Non
2016,AIN,2140063,12.0,L,Non
2016,AIN,2140082,5.0,L,Non
2016,AIN,2140085,629.0,L,Non
2016,AIN,2140088,3082.0,L,Non
2016,AIN,2140098,1355.0,L,Non
2016,AIN,2140106,32.4,L,Oui
2016,AIN,2140114,816.0,K,Non
2016,AIN,2140121,3330.3,L,Non
2016,AIN,2140134,443.6,K,Oui
2016,AIN,2140146,2.0,K,Non
2016,AIN,2140148,69.0,L,Non
2016,AIN,2140150,95.0,L,Non
2016,AIN,2140152,305.0,L,Non
2016,AIN,2140160,70.0,L,Non
2016,AIN,2140164,120.0,K,Non
2016,AIN,2140166,820.0,L,Oui
2016,AIN,2140167,856.0,L,Oui
2016,AIN,2140173,900.6,L,Non
2016,AIN,2140193,369.5,L,Non
2016,AIN,2140201,5.0,L,Non
2016,AIN,2140215,180.0,K,Non
2016,AIN,2140252,2884.0,K,Oui
2016,AIN,2140256,294.0,L,Non
2016,AIN,2140257,360.0,L,Non
2016,AIN,2140258,1685.0,L,Non
2016,AIN,2140261,1.1,K,Non
2016,AIN,2140273,40.0,L,Non
2016,AIN,2150001,67.6,K,Oui
2016,AIN,2150002,80.0,K,Non
2016,AIN,2150007,855.0,K,Non
2016,AIN,2150011,426.6,L,Oui
2016,AIN,2150012,7.0,L,Non
2016,AIN,2150022,10.0,L,Non
2016,AIN,2150028,80.0,L,Non
2016,AIN,2150084,1370.0,L,Non
2016,AIN,2150087,407.9,K,Oui
2016,AIN,2150118,100.0,K,Non
2016,AIN,2150124,578.6,L,Non
2016,AIN,2150125,16.0,L,Non
2016,AIN,2150280,1145.5,L,Non
2016,AIN,2150387,333.0,L,Non
2016,AIN,2150417,267.9,K,Non
2016,AIN,2150443,65.0,K,Non
2016,AIN,2150483,4390.0,K,Non
2016,AIN,2150484,168.0,L,Non
2016,AIN,2150790,2551.5,K,Oui
2016,AIN,2159998,23.0,K,Oui
2016,AIN,2160008,27.0,L,Non
2016,AIN,2160226,4290.0,K,Non
2016,AIN,5100219,2575.0,K,Non
2016,AIN,5500179,35.0,L,Non
2016,AIN,6000067,170.0,L,Non
2016,AIN,6300001,125.0,K,Non
2016,AIN,6400401,130.0,K,Non
2016,AIN,6500402,11128.0,L,Non
2016,AIN,6800403,10700.0,K,Non
2016,AIN,7100280,250.0,L,Non
2016,AIN,7300221,1720.0,L,Non
2016,AIN,7300358,120.0,K,Non
2016,AIN,7400057,240.0,L,Non
2016,AIN,7400115,350.0,L,Non
2016,AIN,7400619,12.0,K,Non
2016,AIN,7400755,480.0,K,Non
2016,AIN,7400815,1100.0,L,Non
2016,AIN,7500004,6.8,L,Oui
2016,AIN,7500071,4575.0,K,Non
2016,AIN,7500518,4410.0,L,Non
2016,AIN,7500540,5.0,K,Oui
2016,AIN,7500569,10.0,K,Non
2016,AIN,7500716,40.0,K,Non
2016,AIN,7600008,125.0,L,Non
2016,AIN,7600137,5.8,L,Non
2016,AIN,7700078,1670.0,L,Non
2016,AIN,7700216,1320.0,L,Non
2016,AIN,7700706,2775.6,K,Oui
2016,AIN,7800132,320.0,L,Non
2016,AIN,7800790,250.0,L,Non
2016,AIN,7900323,1905.0,L,Non
2016,AIN,7900708,2460.0,L,Non
2016,AIN,7900753,1.0,L,Non
2016,AIN,8000144,735.0,K,Non
2016,AIN,8100198,50.0,K,Non
2016,AIN,8100283,1845.0,L,Non
2016,AIN,8100291,60.0,L,Non
2016,AIN,8100460,14.3,K,Oui
2016,AIN,8100462,11.1,K,Oui
2016,AIN,8200307,1170.0,L,Non
2016,AIN,8200538,80.0,L,Non
2016,AIN,8200575,10.0,L,Non
2016,AIN,8300025,13.0,L,Oui
2016,AIN,8300032,68.7,L,Oui
2016,AIN,8300092,10.0,L,Non
2016,AIN,8300243,270.0,L,Non
2016,AIN,8300429,25.0,L,Non
2016,AIN,8300464,0.2,L,Oui
2016,AIN,8400096,4340.0,L,Non
2016,AIN,8400098,19.4,L,Oui
2016,AIN,8400255,2.3,K,Non
2016,AIN,8400364,0.2,L,Oui
2016,AIN,8400425,8.0,K,Non
2016,AIN,8400477,37.8,K,Non
2016,AIN,8400528,927.5,L,Non
2016,AIN,8400549,16.8,K,Oui
2016,AIN,8400574,2890.0,L,Non
2016,AIN,8400600,54.0,L,Non
2016,AIN,8500023,595.0,K,Non
2016,AIN,8500160,185.0,L,Non
2016,AIN,8500166,1.0,L,Oui
2016,AIN,8500174,8.0,L,Non
2016,AIN,8500194,45.0,L,Non
2016,AIN,8500198,32.2,L,Oui
2016,AIN,8500351,604.2,K,Oui
2016,AIN,8500704,45.0,K,Non
2016,AIN,8600027,260.0,K,Non
2016,AIN,8600028,690.0,L,Non
2016,AIN,8600196,1.9,L,Non
2016,AIN,8600243,2890.0,L,Non
2016,AIN,8600313,750.0,L,Non
2016,AIN,8600330,1.0,L,Non
2016,AIN,8600349,28.5,K,Oui
2016,AIN,8600395,2.2,K,Oui
2016,AIN,8700002,270.0,L,Non
2016,AIN,8700020,1365.0,L,Non
2016,AIN,8700107,3160.0,K,Non
2016,AIN,8700111,34.3,K,Oui
2016,AIN,8700118,40.0,L,Non
2016,AIN,8700196,68.0,L,Non
2016,AIN,8700449,70.0,L,Non
2016,AIN,8700462,52520.0,L,Non
2016,AIN,8700525,1450.0,K,Non
2016,AIN,8700542,515.0,L,Non
2016,AIN,8700621,175.9,L,Oui
2016,AIN,8700702,1820.0,K,Non
2016,AIN,8700746,60.0,K,Non
2016,AIN,8800001,7.0,K,Oui
2016,AIN,8800006,7.0,L,Non
2016,AIN,8800011,149.0,L,Non
2016,AIN,8800029,205.0,L,Non
2016,AIN,8800061,8800.0,L,Non
2016,AIN,8800142,40.0,L,Non
2016,AIN,8800161,40.0,L,Non
2016,AIN,8800335,4.8,L,Oui
2016,AIN,8800395,810.0,L,Non
2016,AIN,8800417,70.0,L,Non
2016,AIN,8800423,72.0,K,Non
2016,AIN,8800469,3.0,L,Oui
2016,AIN,8800488,620.0,L,Non
2016,AIN,8800498,10.0,K,Non
2016,AIN,8800504,4.0,L,Non
2016,AIN,8800519,151.0,K,Oui
2016,AIN,8800534,1.0,K,Oui
2016,AIN,8800603,280.0,L,Non
2016,AIN,8800650,15.0,L,Non
2016,AIN,8800818,0.1,L,Oui
2016,AIN,8800827,1975.0,L,Non
2016,AIN,8800841,335.0,L,Non
2016,AIN,8820680,168.0,K,Oui
2016,AIN,8900137,8840.0,L,Non
2016,AIN,8900153,3349.1,L,Non
2016,AIN,8900231,1.2,K,Oui
2016,AIN,8900564,46.0,L,Non
2016,AIN,8900619,0.2,K,Oui
2016,AIN,8900620,10.0,L,Non
2016,AIN,8900677,5.0,K,Non
2016,AIN,8900681,3027.0,L,Non
2016,AIN,8900685,34.1,K,Non
2016,AIN,8920639,654.5,K,Oui
2016,AIN,9000099,1.6,L,Oui
2016,AIN,9000144,1094.0,L,Non
2016,AIN,9000163,6.0,K,Non
2016,AIN,9000184,7585.0,L,Non
2016,AIN,9000198,250.0,L,Non
2016,AIN,9000222,4110.0,L,Non
2016,AIN,9000259,43.8,K,Non
2016,AIN,9000282,175.0,L,Non
2016,AIN,9000359,5.6,K,Oui
2016,AIN,9000360,19.0,K,Oui
2016,AIN,9000361,30.8,K,Oui
2016,AIN,9000471,8030.0,L,Non
2016,AIN,9000490,5237.0,L,Non
2016,AIN,9000510,0.1,K,Non
2016,AIN,9000619,3070.0,L,Non
2016,AIN,9000647,9.8,L,Oui
2016,AIN,9000833,65.0,L,Non
2016,AIN,9100046,2153.0,L,Non
2016,AIN,9100065,104.0,L,Non
2016,AIN,9100154,8745.0,L,Non
